Frames,RightFootEE,,,RightToeBase,,,RightFoot,,,RightLeg,,,RightUpLeg,,,LeftFootEE,,,LeftToeBase,,,LeftFoot,,,LeftLeg,,,LeftUpLeg,,,RightHandEE,,,RightHand,,,RightForeArm,,,RightArm,,,RightShoulder,,,LeftHandEE,,,LeftHand,,,LeftForeArm,,,LeftArm,,,LeftShoulder,,,HeadEE,,,Head,,,Neck,,,Spine4,,,Spine3,,,Spine2,,,Spine1,,,Spine,,,Hips,,,
712,-1075.06,-1390.89,-3962.58,-1102.79,-1415.6,-3885.12,-1178.51,-1374.19,-3765.12,-1250.66,-950.045,-3777.48,-1481.01,-1044.55,-3372.25,-1600.27,-1450.38,-4062.11,-1600.32,-1471.86,-3978.94,-1592.85,-1419.81,-3840.79,-1635.58,-993.392,-3880.7,-1640.77,-1083.77,-3413.8,-1361.46,-851.63,-3477.86,-1376.17,-863.905,-3388.9,-1414.92,-912.774,-3147.5,-1499.64,-662.485,-3064.85,-1656.52,-636.718,-3121.07,-1532.21,-842.079,-3491.12,-1622.06,-827.753,-3489.68,-1858.28,-832.365,-3410.03,-1892.72,-704.487,-3166.9,-1736.95,-647.861,-3135.85,-1747.35,-378.248,-3013.02,-1717.34,-532.257,-3083.35,-1705.54,-616.247,-3097.27,-1698.21,-697.583,-3078.74,-1671.42,-831.991,-3123.18,-1647.8,-909.438,-3177.01,-1624.51,-965.836,-3231.13,-1590.09,-1050.74,-3293.37,-1570.62,-1059.68,-3359.81,
713,-1074.28,-1391.5,-3962.74,-1102.22,-1415.91,-3885.27,-1177.88,-1373.87,-3765.44,-1248.4,-949.45,-3777.8,-1480.1,-1044.86,-3373.56,-1600.57,-1451.3,-4061.85,-1600.15,-1472.49,-3978.6,-1592.02,-1419.95,-3840.68,-1635.81,-993.729,-3881.61,-1639.96,-1084.11,-3414.7,-1361.83,-850.247,-3478.63,-1376.5,-863.47,-3389.81,-1414.48,-912.557,-3148.32,-1499.3,-662.282,-3065.73,-1656.36,-637.174,-3121.73,-1529.95,-841.79,-3490.49,-1619.83,-827.622,-3490.62,-1856.49,-831.608,-3412.25,-1892.26,-705.501,-3168.38,-1736.74,-648.628,-3136.5,-1747.65,-378.93,-3013.87,-1717.43,-532.96,-3084.07,-1705.46,-616.934,-3097.94,-1697.79,-698.247,-3079.45,-1670.47,-832.503,-3124.03,-1646.66,-909.849,-3177.92,-1623.33,-966.184,-3232.09,-1588.98,-1051.06,-3294.4,-1569.68,-1060.01,-3360.89,
714,-1073.62,-1392.12,-3963,-1101.62,-1416.18,-3885.44,-1177.01,-1373.45,-3765.69,-1246.31,-948.824,-3777.77,-1479.5,-1045.06,-3374.59,-1600.99,-1451.62,-4061.73,-1600.14,-1472.53,-3978.42,-1591.45,-1419.52,-3840.71,-1636.25,-993.472,-3882.36,-1639.43,-1084.29,-3415.52,-1362.45,-848.593,-3479.91,-1376.84,-862.942,-3391.22,-1413.59,-911.943,-3149.52,-1499.27,-662.177,-3066.28,-1656.42,-637.517,-3122.23,-1527.85,-841.22,-3490.37,-1617.68,-826.781,-3491.53,-1854.72,-830.492,-3414.3,-1892.07,-706.176,-3169.75,-1736.77,-649.196,-3137.03,-1747.88,-379.273,-3015,-1717.62,-533.479,-3084.79,-1705.59,-617.472,-3098.49,-1697.68,-698.767,-3080.03,-1669.94,-832.885,-3124.76,-1645.97,-910.141,-3178.71,-1622.61,-966.421,-3232.93,-1588.28,-1051.27,-3295.29,-1569.07,-1060.21,-3361.8,
715,-1073.07,-1392.72,-3963.51,-1101.01,-1416.42,-3885.82,-1175.95,-1373,-3766.03,-1244.37,-948.212,-3777.53,-1479.15,-1045.4,-3375.5,-1601.67,-1451.82,-4061.63,-1600.45,-1472.42,-3978.25,-1591.28,-1418.9,-3840.77,-1636.72,-992.991,-3883.14,-1639.13,-1084.44,-3416.42,-1362.92,-846.808,-3481.74,-1376.86,-862.365,-3393.18,-1412.31,-911.031,-3151.23,-1499.33,-662.128,-3066.8,-1656.64,-637.874,-3122.47,-1525.96,-840.423,-3490.67,-1615.75,-825.756,-3492.31,-1853.16,-828.968,-3416.19,-1892.06,-706.751,-3170.83,-1736.95,-649.677,-3137.42,-1748.15,-379.567,-3015.99,-1717.91,-533.99,-3085.31,-1705.89,-618.01,-3098.85,-1697.84,-699.316,-3080.49,-1669.77,-833.262,-3125.53,-1645.64,-910.405,-3179.57,-1622.23,-966.623,-3233.83,-1587.94,-1051.49,-3296.19,-1568.74,-1060.44,-3362.7,
716,-1072.64,-1393.44,-3964.1,-1100.41,-1416.75,-3886.23,-1174.75,-1372.62,-3766.33,-1242.58,-947.72,-3777.01,-1479.08,-1045.65,-3376.17,-1602.09,-1452.06,-4061.6,-1600.66,-1472.36,-3978.14,-1591.28,-1418.32,-3840.88,-1637.06,-992.52,-3883.91,-1639.08,-1084.41,-3417.27,-1363.07,-844.968,-3484.26,-1376.16,-861.717,-3395.79,-1410.56,-909.83,-3153.57,-1499.41,-662.247,-3067.2,-1656.87,-638.243,-3122.55,-1524.45,-839.586,-3491.22,-1614.19,-824.599,-3492.84,-1851.94,-827.334,-3417.78,-1892.15,-707.095,-3171.65,-1737.14,-650.059,-3137.69,-1748.15,-379.637,-3017.24,-1718.08,-534.411,-3085.85,-1706.15,-618.49,-3099.1,-1698.11,-699.81,-3080.8,-1669.87,-833.631,-3126.11,-1645.65,-910.685,-3180.23,-1622.2,-966.842,-3234.54,-1587.94,-1051.67,-3296.96,-1568.7,-1060.58,-3363.47,
717,-1072.25,-1394.24,-3964.64,-1099.8,-1417.16,-3886.58,-1173.52,-1372.31,-3766.56,-1240.95,-947.328,-3776.31,-1479.13,-1045.95,-3376.64,-1602.64,-1452.28,-4061.69,-1601.11,-1472.34,-3978.18,-1591.65,-1417.89,-3841.09,-1637.28,-992.112,-3884.47,-1639.14,-1084.45,-3417.93,-1362.43,-843.319,-3487.41,-1374.6,-860.899,-3398.96,-1408.42,-908.228,-3156.51,-1499.55,-662.456,-3067.38,-1657.06,-638.511,-3122.64,-1523.39,-838.793,-3491.75,-1613.06,-823.408,-3492.99,-1851.17,-825.763,-3419.04,-1892.26,-707.293,-3172.21,-1737.3,-650.297,-3137.92,-1748.03,-379.484,-3018.71,-1718.17,-534.681,-3086.45,-1706.36,-618.832,-3099.35,-1698.36,-700.162,-3081.07,-1670.05,-833.891,-3126.6,-1645.78,-910.89,-3180.79,-1622.31,-967.021,-3235.11,-1588.08,-1051.86,-3297.55,-1568.78,-1060.75,-3364.04,
718,-1072.03,-1394.94,-3965.17,-1099.33,-1417.51,-3886.92,-1172.38,-1371.99,-3766.74,-1239.49,-946.93,-3775.32,-1479.2,-1046.2,-3376.72,-1602.93,-1452.42,-4062.06,-1601.44,-1472.3,-3978.51,-1592.11,-1417.57,-3841.52,-1637.18,-991.743,-3885.06,-1639.2,-1084.15,-3418.53,-1360.77,-842.111,-3490.99,-1372.29,-859.944,-3402.51,-1406.08,-906.26,-3159.86,-1499.77,-662.842,-3067,-1657.16,-638.725,-3122.53,-1522.75,-837.766,-3491.96,-1612.43,-822.405,-3492.84,-1850.88,-824.383,-3420,-1892.3,-707.331,-3172.55,-1737.36,-650.364,-3138.14,-1747.81,-379.139,-3020.32,-1718.14,-534.809,-3087.04,-1706.5,-619.046,-3099.53,-1698.71,-700.393,-3081.24,-1670.42,-834.078,-3126.91,-1646.1,-911.043,-3181.12,-1622.58,-967.149,-3235.44,-1588.39,-1051.95,-3297.94,-1568.93,-1060.77,-3364.4,
719,-1071.68,-1395.34,-3965.69,-1098.84,-1417.61,-3887.3,-1171.38,-1371.53,-3767.03,-1238.13,-946.39,-3774.25,-1479.28,-1046.54,-3376.75,-1602.76,-1452.24,-4062.76,-1601.51,-1472.08,-3979.2,-1592.58,-1417.28,-3842.21,-1636.86,-991.344,-3885.48,-1639.3,-1083.97,-3419,-1358.2,-841.434,-3494.7,-1369.34,-859.078,-3406.13,-1403.94,-904.082,-3163.34,-1500.14,-663.329,-3066.2,-1657.25,-638.805,-3122.32,-1522.42,-836.756,-3492,-1612.13,-821.529,-3492.51,-1850.83,-823.313,-3420.51,-1892.35,-707.338,-3172.56,-1737.41,-650.311,-3138.23,-1747.75,-378.802,-3021.52,-1718.16,-534.848,-3087.4,-1706.62,-619.147,-3099.55,-1699.01,-700.523,-3081.32,-1670.73,-834.131,-3127.22,-1646.37,-911.056,-3181.47,-1622.82,-967.151,-3235.79,-1588.69,-1052.01,-3298.26,-1569.09,-1060.84,-3364.67,
720,-1071.25,-1395.53,-3966.03,-1098.38,-1417.6,-3887.58,-1170.58,-1371.09,-3767.27,-1236.81,-945.847,-3772.98,-1479.35,-1046.73,-3376.51,-1602.23,-1451.9,-4063.57,-1601.29,-1471.79,-3980.01,-1592.86,-1417.07,-3842.96,-1636.18,-990.99,-3885.83,-1639.31,-1083.68,-3419.36,-1355.07,-841.202,-3498.24,-1366.23,-858.392,-3409.59,-1402.24,-901.937,-3166.74,-1500.59,-663.908,-3065.15,-1657.32,-638.809,-3122.09,-1522.42,-835.669,-3492.02,-1612.17,-820.707,-3492.1,-1851.04,-822.776,-3420.66,-1892.41,-707.145,-3172.53,-1737.45,-650.123,-3138.31,-1747.58,-378.342,-3022.67,-1718.11,-534.753,-3087.73,-1706.72,-619.118,-3099.57,-1699.36,-700.523,-3081.36,-1671.17,-834.098,-3127.42,-1646.78,-911.004,-3181.68,-1623.17,-967.097,-3235.98,-1589.04,-1051.98,-3298.41,-1569.23,-1060.8,-3364.76,
721,-1070.77,-1395.63,-3966.18,-1098.02,-1417.57,-3887.73,-1170.11,-1370.76,-3767.47,-1235.42,-945.351,-3771.64,-1479.41,-1046.91,-3376.23,-1601.57,-1451.4,-4064.31,-1601,-1471.42,-3980.78,-1593.13,-1416.9,-3843.61,-1635.27,-990.667,-3886.04,-1639.35,-1083.38,-3419.59,-1351.78,-841.386,-3501.47,-1363.35,-857.905,-3412.74,-1401.05,-899.821,-3169.86,-1501.17,-664.456,-3063.88,-1657.39,-638.712,-3121.91,-1522.59,-834.282,-3492.29,-1612.49,-820.187,-3491.68,-1851.47,-822.883,-3420.63,-1892.45,-706.887,-3172.61,-1737.48,-649.874,-3138.43,-1747.57,-377.87,-3023.7,-1718.13,-534.576,-3088.06,-1706.82,-618.99,-3099.62,-1699.67,-700.415,-3081.42,-1671.54,-833.97,-3127.56,-1647.11,-910.873,-3181.81,-1623.45,-966.978,-3236.08,-1589.36,-1051.9,-3298.46,-1569.37,-1060.73,-3364.76,
722,-1070.34,-1395.69,-3966.21,-1097.82,-1417.6,-3887.83,-1169.93,-1370.61,-3767.66,-1234.07,-945.017,-3770.33,-1479.4,-1046.96,-3375.85,-1600.74,-1450.97,-4064.79,-1600.54,-1471.13,-3981.29,-1593.21,-1416.86,-3843.99,-1634.18,-990.502,-3886.32,-1639.25,-1083.07,-3419.85,-1348.81,-841.763,-3504.2,-1361,-857.645,-3415.44,-1400.06,-897.91,-3172.5,-1501.84,-665.054,-3062.63,-1657.48,-638.556,-3121.86,-1522.98,-832.992,-3492.82,-1613.02,-819.958,-3491.27,-1852.06,-823.475,-3420.44,-1892.53,-706.505,-3172.79,-1737.52,-649.526,-3138.7,-1747.44,-377.376,-3024.56,-1718.11,-534.304,-3088.43,-1706.93,-618.762,-3099.79,-1700.04,-700.21,-3081.59,-1672.03,-833.778,-3127.78,-1647.57,-910.693,-3181.99,-1623.82,-966.813,-3236.21,-1589.66,-1051.77,-3298.51,-1569.44,-1060.6,-3364.74,
723,-1069.78,-1395.71,-3966.08,-1097.55,-1417.68,-3887.82,-1169.84,-1370.7,-3767.75,-1232.89,-944.935,-3768.91,-1479.2,-1047.2,-3375.12,-1599.9,-1450.75,-4064.92,-1600.06,-1471.02,-3981.45,-1593.23,-1416.94,-3844.05,-1633.15,-990.527,-3886.85,-1638.88,-1082.59,-3420.28,-1346.34,-842.431,-3506.4,-1359.23,-857.594,-3417.6,-1399.2,-896.271,-3174.55,-1502.47,-665.653,-3061.4,-1657.48,-638.416,-3121.94,-1523.49,-831.747,-3493.59,-1613.7,-820.09,-3490.94,-1852.74,-824.777,-3420.19,-1892.49,-706.048,-3173.26,-1737.45,-649.066,-3139.37,-1747.19,-376.868,-3025.46,-1717.98,-533.957,-3088.99,-1707.02,-618.458,-3100.24,-1700.57,-699.943,-3082.04,-1672.73,-833.575,-3128.14,-1648.18,-910.53,-3182.26,-1624.27,-966.684,-3236.36,-1590.01,-1051.68,-3298.56,-1569.36,-1060.49,-3364.66,
724,-1068.97,-1395.46,-3966.04,-1097.18,-1417.61,-3887.99,-1169.89,-1370.79,-3768.11,-1231.77,-944.853,-3767.7,-1479.07,-1047.45,-3374.62,-1599.04,-1450.52,-4064.89,-1599.56,-1470.91,-3981.45,-1593.18,-1417.04,-3843.95,-1632.03,-990.608,-3887.55,-1638.6,-1082.09,-3420.87,-1344.47,-843.36,-3507.98,-1358.13,-857.499,-3419.14,-1398.05,-894.865,-3175.87,-1503.13,-666.263,-3060.32,-1657.51,-638.268,-3122.12,-1524.24,-830.534,-3494.76,-1614.59,-820.397,-3490.83,-1853.55,-826.434,-3419.92,-1892.46,-705.574,-3173.89,-1737.38,-648.619,-3140.12,-1747.05,-376.536,-3025.92,-1717.92,-533.638,-3089.46,-1707.13,-618.157,-3100.73,-1701.09,-699.684,-3082.59,-1673.39,-833.366,-3128.63,-1648.75,-910.347,-3182.67,-1624.7,-966.525,-3236.69,-1590.39,-1051.58,-3298.78,-1569.35,-1060.37,-3364.76,
725,-1067.98,-1395.64,-3965.62,-1096.66,-1418,-3887.79,-1169.91,-1371.44,-3768.14,-1230.92,-945.379,-3766.33,-1479.07,-1048.17,-3373.84,-1598.18,-1450.88,-4064.34,-1599.1,-1471.37,-3980.92,-1593.14,-1417.68,-3843.33,-1630.7,-991.258,-3888.1,-1638.45,-1081.88,-3421.28,-1343.11,-844.476,-3509.04,-1357.44,-857.64,-3420.15,-1396.94,-893.864,-3176.64,-1503.74,-666.888,-3059.48,-1657.36,-638.084,-3122.78,-1525.18,-829.716,-3496.24,-1615.58,-820.842,-3490.95,-1854.36,-828.457,-3419.58,-1892.31,-705.056,-3174.67,-1737.13,-648.059,-3141.44,-1746.61,-375.996,-3027.09,-1717.63,-533.154,-3090.55,-1707.07,-617.708,-3101.8,-1701.58,-699.254,-3083.57,-1674.14,-833.107,-3129.27,-1649.45,-910.227,-3183.09,-1625.28,-966.527,-3236.93,-1590.96,-1051.72,-3298.82,-1569.49,-1060.59,-3364.65,
726,-1067.24,-1395.63,-3965.48,-1096.3,-1418.23,-3887.87,-1170,-1372,-3768.37,-1230.4,-945.864,-3765.05,-1479.1,-1049.05,-3373.01,-1597.88,-1450.99,-4063.92,-1599.02,-1471.58,-3980.53,-1593.12,-1418.09,-3842.86,-1629.14,-991.656,-3888.86,-1638.27,-1081.65,-3421.94,-1342.24,-845.627,-3509.53,-1357.18,-858.01,-3420.63,-1396,-893.326,-3176.88,-1504.3,-667.5,-3058.87,-1657.24,-637.888,-3123.41,-1526.36,-829.424,-3497.81,-1616.75,-821.33,-3491.21,-1855.31,-830.242,-3419.25,-1892.19,-704.456,-3175.38,-1736.88,-647.387,-3142.87,-1746.23,-375.592,-3027.68,-1717.36,-532.65,-3091.44,-1707.07,-617.215,-3102.85,-1702.21,-698.813,-3084.67,-1675.11,-832.806,-3130.16,-1650.36,-910.041,-3183.79,-1626.03,-966.461,-3237.43,-1591.71,-1051.86,-3299.03,-1569.69,-1060.85,-3364.66,
727,-1066.58,-1395.68,-3965.35,-1095.99,-1418.52,-3887.94,-1170.15,-1372.64,-3768.59,-1230.25,-946.47,-3763.82,-1479.45,-1050.03,-3372.19,-1597.53,-1451.07,-4063.65,-1598.9,-1471.76,-3980.29,-1592.97,-1418.47,-3842.55,-1627.28,-992.02,-3889.67,-1638.39,-1081.37,-3422.67,-1341.78,-846.634,-3509.57,-1357.25,-858.539,-3420.69,-1395.54,-893.315,-3176.78,-1504.8,-668.139,-3058.42,-1657.15,-637.745,-3124,-1527.56,-829.702,-3499.5,-1617.86,-821.649,-3491.72,-1856.15,-831.361,-3418.97,-1892.13,-703.805,-3175.89,-1736.65,-646.691,-3144.3,-1745.85,-375.253,-3028.07,-1717.08,-532.16,-3092.25,-1707.07,-616.728,-3103.87,-1702.93,-698.383,-3085.77,-1676.27,-832.534,-3131.06,-1651.52,-909.893,-3184.5,-1627.07,-966.436,-3237.96,-1592.78,-1052.04,-3299.3,-1570.21,-1061.15,-3364.72,
728,-1065.94,-1395.91,-3965.12,-1095.68,-1418.94,-3887.9,-1170.28,-1373.33,-3768.72,-1230.34,-947.171,-3762.64,-1480.16,-1051.08,-3371.5,-1597.08,-1451.08,-4063.49,-1598.68,-1471.88,-3980.16,-1592.73,-1418.81,-3842.33,-1625.42,-992.332,-3890.3,-1638.89,-1081.3,-3423.29,-1341.48,-847.586,-3509.08,-1357.59,-859.324,-3420.3,-1395.81,-893.881,-3176.35,-1505.5,-668.881,-3058.04,-1657.18,-637.611,-3124.75,-1528.53,-830.576,-3501.16,-1618.68,-821.838,-3492.41,-1856.71,-831.622,-3418.83,-1892.25,-703.229,-3176.12,-1736.55,-646.043,-3145.72,-1745.67,-374.936,-3028.55,-1716.94,-531.68,-3093.14,-1707.16,-616.248,-3104.96,-1703.68,-697.942,-3086.9,-1677.5,-832.272,-3131.94,-1652.81,-909.783,-3185.19,-1628.29,-966.472,-3238.46,-1594.09,-1052.3,-3299.54,-1571.05,-1061.56,-3364.77,
729,-1065.38,-1395.93,-3965.02,-1095.39,-1419.11,-3887.95,-1170.37,-1373.7,-3768.93,-1230.64,-947.598,-3761.52,-1481.17,-1051.95,-3370.95,-1596.54,-1450.94,-4063.6,-1598.38,-1471.79,-3980.3,-1592.43,-1418.85,-3842.42,-1623.61,-992.338,-3891.11,-1639.67,-1080.96,-3424.12,-1341.18,-848.313,-3508.07,-1358.13,-860.342,-3419.48,-1396.98,-895.036,-3175.65,-1506.21,-669.576,-3057.79,-1657.43,-637.54,-3125.18,-1529.15,-831.729,-3502.72,-1619.1,-821.893,-3493.14,-1856.95,-830.898,-3418.89,-1892.58,-702.58,-3176.16,-1736.67,-645.407,-3146.86,-1745.81,-374.813,-3028.36,-1717.05,-531.293,-3093.58,-1707.47,-615.838,-3105.72,-1704.67,-697.594,-3087.81,-1679.02,-832.05,-3132.78,-1654.39,-909.652,-3185.93,-1629.81,-966.433,-3239.07,-1595.71,-1052.44,-3299.96,-1572.18,-1061.78,-3365.01,
730,-1064.91,-1396.06,-3964.86,-1095.18,-1419.29,-3887.9,-1170.48,-1373.91,-3769.07,-1230.81,-947.837,-3760.49,-1482.41,-1052.76,-3370.77,-1596.05,-1450.72,-4063.82,-1598.15,-1471.6,-3980.53,-1592.2,-1418.75,-3842.61,-1621.84,-992.165,-3891.62,-1640.79,-1080.89,-3424.76,-1340.8,-848.742,-3506.49,-1358.74,-861.622,-3418.22,-1399.22,-896.632,-3174.69,-1507.22,-670.197,-3057.58,-1657.92,-637.413,-3125.77,-1529.35,-833.347,-3503.8,-1619.07,-821.887,-3493.85,-1856.87,-829.016,-3419.24,-1893.16,-702.291,-3175.77,-1737.07,-644.894,-3147.89,-1746.48,-374.772,-3028.2,-1717.52,-530.954,-3094.04,-1707.98,-615.462,-3106.47,-1705.64,-697.258,-3088.69,-1680.38,-831.815,-3133.57,-1655.85,-909.506,-3186.64,-1631.28,-966.387,-3239.68,-1597.33,-1052.58,-3300.38,-1573.51,-1062.08,-3365.3,
731,-1064.49,-1396.45,-3964.57,-1094.98,-1419.63,-3887.69,-1170.48,-1374.17,-3769.02,-1230.84,-948.121,-3759.36,-1483.68,-1053.41,-3370.55,-1595.68,-1450.85,-4063.88,-1598,-1471.65,-3980.57,-1591.99,-1418.69,-3842.7,-1620.13,-992.045,-3892.02,-1641.93,-1080.81,-3425.29,-1340.17,-848.81,-3504.38,-1359.27,-862.984,-3416.55,-1402.34,-898.706,-3173.58,-1508.21,-670.651,-3057.68,-1658.53,-637.392,-3126.47,-1529.2,-835.176,-3504.35,-1618.69,-822.039,-3494.36,-1856.54,-826.364,-3419.7,-1893.86,-702.372,-3174.98,-1737.6,-644.541,-3148.99,-1747.29,-374.721,-3028.53,-1718.12,-530.698,-3094.77,-1708.62,-615.185,-3107.38,-1706.71,-696.992,-3089.59,-1681.82,-831.699,-3134.23,-1657.36,-909.505,-3187.16,-1632.78,-966.481,-3240.09,-1598.92,-1052.79,-3300.69,-1574.85,-1062.33,-3365.51,
732,-1064.05,-1396.58,-3964.56,-1094.67,-1419.71,-3887.71,-1170.25,-1374.11,-3769.14,-1230.7,-948.097,-3758.38,-1484.82,-1053.88,-3370.53,-1595.62,-1450.94,-4064.02,-1598.07,-1471.54,-3980.67,-1591.82,-1418.31,-3842.91,-1618.49,-991.6,-3892.5,-1642.94,-1080.61,-3425.95,-1339.3,-848.731,-3501.91,-1359.55,-864.315,-3414.58,-1405.93,-900.995,-3172.36,-1508.96,-670.81,-3058.12,-1659.21,-637.374,-3126.98,-1528.83,-837.108,-3504.23,-1618.1,-822.525,-3494.35,-1856.13,-823.452,-3420.11,-1894.56,-702.611,-3174,-1738.21,-644.242,-3149.87,-1748.24,-374.844,-3028.34,-1718.84,-530.53,-3095.15,-1709.35,-614.977,-3108.02,-1707.77,-696.81,-3090.33,-1683.15,-831.597,-3134.87,-1658.73,-909.456,-3187.75,-1634.13,-966.479,-3240.62,-1600.34,-1052.86,-3301.14,-1576.03,-1062.45,-3365.87,
733,-1063.34,-1396.57,-3964.6,-1094.08,-1419.62,-3887.78,-1169.75,-1373.86,-3769.33,-1230.36,-947.894,-3757.62,-1485.79,-1054.37,-3370.81,-1595.97,-1451.08,-4064.11,-1598.48,-1471.4,-3980.69,-1591.85,-1417.78,-3843.11,-1616.93,-990.986,-3892.85,-1643.91,-1080.48,-3426.52,-1338.41,-848.749,-3499.33,-1359.54,-865.465,-3412.41,-1409.43,-903.012,-3171.03,-1509.58,-670.593,-3058.76,-1659.9,-637.257,-3127.52,-1528.23,-839.024,-3503.23,-1617.37,-823.347,-3493.79,-1855.69,-820.881,-3420.55,-1895.16,-703.086,-3173.12,-1738.82,-644.016,-3150.67,-1749.52,-375.042,-3028.07,-1719.72,-530.39,-3095.49,-1710.1,-614.779,-3108.65,-1708.66,-696.635,-3091.04,-1684.07,-831.447,-3135.53,-1659.63,-909.331,-3188.36,-1635.05,-966.397,-3241.19,-1601.43,-1052.9,-3301.64,-1577.04,-1062.58,-3366.33,
734,-1062.53,-1396.73,-3964.54,-1093.36,-1419.66,-3887.71,-1169.09,-1373.69,-3769.38,-1229.95,-947.782,-3757.14,-1486.45,-1054.55,-3371.13,-1596.34,-1451.37,-4064.09,-1598.96,-1471.33,-3980.59,-1592.05,-1417.19,-3843.22,-1615.43,-990.327,-3893.22,-1644.56,-1080.2,-3427.1,-1337.33,-848.838,-3496.85,-1359.38,-866.432,-3410.34,-1412.32,-904.754,-3169.72,-1509.82,-670.089,-3059.82,-1660.51,-637.202,-3127.99,-1527.48,-840.888,-3501.44,-1616.52,-824.346,-3492.61,-1855.28,-818.84,-3420.99,-1895.66,-703.599,-3172.51,-1739.37,-643.903,-3151.39,-1750.63,-375.264,-3027.89,-1720.51,-530.325,-3095.82,-1710.79,-614.667,-3109.21,-1709.44,-696.535,-3091.66,-1684.81,-831.374,-3136.04,-1660.32,-909.266,-3188.83,-1635.73,-966.338,-3241.66,-1602.19,-1052.86,-3302.13,-1577.73,-1062.54,-3366.79,
735,-1061.46,-1396.16,-3964.83,-1092.34,-1419.03,-3888,-1168.11,-1372.97,-3769.75,-1229.39,-947.129,-3757.01,-1486.75,-1054.06,-3371.62,-1596.68,-1451.65,-4064.17,-1599.42,-1471.27,-3980.58,-1592.3,-1416.58,-3843.44,-1614.07,-989.658,-3893.61,-1644.87,-1079.59,-3427.61,-1336.28,-849.155,-3494.7,-1359.06,-867.208,-3408.47,-1414.53,-905.727,-3168.46,-1509.91,-669.012,-3061.12,-1661.25,-636.901,-3128.21,-1526.67,-842.608,-3498.96,-1615.64,-825.203,-3491.13,-1854.88,-817.448,-3421.36,-1896.2,-703.973,-3172.22,-1740.05,-643.678,-3151.77,-1752.1,-375.43,-3027.25,-1721.54,-530.14,-3095.79,-1711.63,-614.415,-3109.46,-1710.19,-696.302,-3092,-1685.32,-831.096,-3136.39,-1660.69,-908.926,-3189.2,-1636.03,-965.937,-3242.06,-1602.49,-1052.4,-3302.61,-1578.03,-1062.02,-3367.28,
736,-1060.96,-1395.98,-3964.86,-1091.78,-1418.8,-3888,-1167.52,-1372.67,-3769.74,-1229.38,-946.919,-3756.91,-1486.85,-1054.11,-3371.67,-1597.21,-1451.82,-4064.24,-1600.03,-1471.14,-3980.59,-1592.66,-1416.02,-3843.64,-1612.8,-989.005,-3893.74,-1644.91,-1079.46,-3427.93,-1335.54,-849.539,-3493.02,-1358.63,-867.893,-3406.94,-1415.8,-906.742,-3167.38,-1509.59,-668.266,-3062.57,-1661.59,-636.896,-3128.49,-1525.89,-843.915,-3496.18,-1614.83,-825.858,-3489.59,-1854.58,-816.771,-3421.74,-1896.46,-704.192,-3172.29,-1740.36,-643.666,-3152.18,-1752.67,-375.683,-3026.87,-1721.99,-530.154,-3095.89,-1712.02,-614.387,-3109.76,-1710.6,-696.283,-3092.35,-1685.68,-831.089,-3136.67,-1660.99,-908.914,-3189.47,-1636.28,-965.917,-3242.31,-1602.7,-1052.37,-3302.85,-1578.15,-1061.98,-3367.48,
737,-1060.83,-1396.48,-3964.5,-1091.82,-1419.27,-3887.7,-1167.61,-1373.03,-3769.52,-1228.44,-947.14,-3756.3,-1487.04,-1054.4,-3371.83,-1597.49,-1452.11,-4064.2,-1600.54,-1471.17,-3980.5,-1593.17,-1415.69,-3843.69,-1611.53,-988.599,-3893.79,-1645.1,-1079.55,-3428.17,-1335.07,-850.23,-3491.8,-1358.23,-868.36,-3405.69,-1416.34,-907.768,-3166.45,-1508.99,-667.77,-3064.14,-1661.73,-637.238,-3128.76,-1525.23,-844.656,-3493.4,-1614.2,-826.278,-3488.23,-1854.46,-816.989,-3422.24,-1896.58,-704.423,-3172.82,-1740.47,-643.995,-3152.53,-1752.92,-376.151,-3026.74,-1722.17,-530.472,-3096.07,-1712.18,-614.683,-3110.07,-1710.8,-696.573,-3092.62,-1685.89,-831.428,-3136.8,-1661.18,-909.269,-3189.56,-1636.46,-966.266,-3242.41,-1602.91,-1052.67,-3303.04,-1578.35,-1062.21,-3367.68,
738,-1060.86,-1396.55,-3964.21,-1091.84,-1419.41,-3887.42,-1167.63,-1373.26,-3769.2,-1228.37,-947.368,-3755.65,-1487.2,-1054.84,-3371.4,-1597.6,-1452.2,-4064.12,-1600.97,-1471.15,-3980.4,-1593.69,-1415.55,-3843.63,-1610.12,-988.345,-3893.41,-1645.23,-1079.67,-3427.98,-1334.74,-851.062,-3490.85,-1357.88,-868.725,-3404.64,-1416.64,-908.509,-3165.62,-1508.19,-667.087,-3065.68,-1661.69,-637.394,-3128.86,-1524.8,-844.841,-3490.78,-1613.85,-826.48,-3487.2,-1854.52,-817.89,-3422.62,-1896.55,-704.169,-3173.72,-1740.39,-644.077,-3152.81,-1752.9,-376.28,-3026.76,-1722.14,-530.53,-3096.24,-1712.17,-614.736,-3110.28,-1710.92,-696.612,-3092.76,-1686.09,-831.561,-3136.69,-1661.39,-909.474,-3189.35,-1636.67,-966.521,-3242.15,-1603.17,-1052.95,-3302.77,-1578.53,-1062.48,-3367.38,
